O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
144350,165,3,625671.31000,5,1,1,7,Potential
133328,71,5,626253.80000,3,1,1,5,Need Attention
142118,10,5,626908.33000,1,1,1,3,Need Attention
56891,3,5,627167.61000,1,1,1,3,Need Attention
133655,10,4,627568.78000,1,1,1,3,Need Attention
73337,37,4,627579.13000,2,1,1,4,Need Attention
78902,25,3,627766.44000,2,1,1,4,Need Attention
109157,100,8,627835.65000,4,1,1,6,Need Attention
130931,23,6,627964.78000,1,1,1,3,Need Attention
47783,179,5,628142.07000,5,1,1,7,Potential
101549,69,3,628399.80000,3,1,1,5,Need Attention
133625,61,6,628904.48000,3,1,1,5,Need Attention
99041,136,6,629979.48000,5,1,1,7,Potential
143192,10,6,630166.76000,1,1,1,3,Need Attention
58217,77,6,630279.69000,3,1,1,5,Need Attention
17951,97,7,630615.56000,4,1,1,6,Need Attention
89885,36,4,630700.48000,2,1,1,4,Need Attention
2942,102,8,631032.71000,4,1,1,6,Need Attention
21860,170,5,631137.30000,5,1,1,7,Potential
93959,141,5,631277.89000,5,1,1,7,Potential
99356,47,5,631409.76000,2,1,1,4,Need Attention
5180,130,6,631413.10000,5,1,1,7,Potential
34787,153,5,631446.39000,5,1,1,7,Potential
46898,134,4,631535.34000,5,1,1,7,Potential
65051,146,5,632105.15000,5,1,1,7,Potential
29396,10,6,632448.04000,1,1,1,3,Need Attention
16115,49,5,632525.29000,2,1,1,4,Need Attention
74585,6,8,632720.79000,1,1,1,3,Need Attention
71786,58,5,633009.38000,3,1,1,5,Need Attention
149393,67,7,633049.22000,3,1,1,5,Need Attention
99986,26,7,633592.15000,2,1,1,4,Need Attention
145391,47,6,633770.65000,2,1,1,4,Need Attention
43682,113,6,633978.18000,4,1,1,6,Need Attention
87497,55,5,634345.74000,3,1,1,5,Need Attention
43448,99,6,635277.32000,4,1,1,6,Need Attention
65327,2,6,635447.62000,1,1,1,3,Need Attention
146762,171,5,635470.42000,5,1,1,7,Potential
14987,26,6,635816.93000,2,1,1,4,Need Attention
39197,170,6,635928.26000,5,1,1,7,Potential
137066,12,6,636114.61000,1,1,1,3,Need Attention
38027,47,6,636444.02000,2,1,1,4,Need Attention
60368,105,8,636878.17000,4,1,1,6,Need Attention
22286,14,7,637230.89000,1,1,1,3,Need Attention
145136,2,8,637377.33000,1,1,1,3,Need Attention
117650,103,5,637875.30000,4,1,1,6,Need Attention
68240,66,6,637962.63000,3,1,1,5,Need Attention
139163,146,6,637965.46000,5,1,1,7,Potential
83453,134,4,638283.29000,5,1,1,7,Potential
144866,15,7,638497.70000,1,1,1,3,Need Attention
131396,85,6,638897.34000,4,1,1,6,Need Attention
54008,10,5,639182.11000,1,1,1,3,Need Attention
12284,43,6,639443.50000,2,1,1,4,Need Attention
119897,157,5,639561.23000,5,1,1,7,Potential
49418,82,9,639691.20000,3,1,1,5,Need Attention
135089,99,5,640424.21000,4,1,1,6,Need Attention
138590,14,6,640438.34000,1,1,1,3,Need Attention
8852,79,7,640447.58000,3,1,1,5,Need Attention
52148,85,8,640591.47000,4,1,1,6,Need Attention
148772,143,5,640959.17000,5,1,1,7,Potential
47501,11,6,641134.32000,1,1,1,3,Need Attention
21917,97,7,641149.82000,4,1,1,6,Need Attention
65711,77,5,641663.07000,3,1,1,5,Need Attention
99374,90,6,641800.66000,4,1,1,6,Need Attention
49910,138,7,641840.21000,5,1,1,7,Potential
17297,13,8,642537.75000,1,1,1,3,Need Attention
111602,94,6,642665.55000,4,1,1,6,Need Attention
33314,101,4,642863.67000,4,1,1,6,Need Attention
87209,2,7,643062.10000,1,1,1,3,Need Attention
103013,166,7,643269.96000,5,1,1,7,Potential
126881,157,5,643418.43000,5,1,1,7,Potential
110756,163,7,644279.97000,5,1,1,7,Potential
6440,174,5,644309.20000,5,1,1,7,Potential
127070,95,5,645160.71000,4,1,1,6,Need Attention
77642,66,5,645240.99000,3,1,1,5,Need Attention
626,25,5,645320.57000,2,1,1,4,Need Attention
129638,117,6,645362.45000,4,1,1,6,Need Attention
82628,158,7,645940.90000,5,1,1,7,Potential
12569,15,5,646577.23000,1,1,1,3,Need Attention
145202,128,7,646629.90000,5,1,1,7,Potential
115460,48,5,647552.96000,2,1,1,4,Need Attention
66239,113,4,647574.94000,4,1,1,6,Need Attention
38669,94,5,647586.84000,4,1,1,6,Need Attention
63038,35,3,647701.51000,2,1,1,4,Need Attention
140357,73,5,647875.60000,3,1,1,5,Need Attention
20237,157,6,648011.16000,5,1,1,7,Potential
54005,31,6,648100.30000,2,1,1,4,Need Attention
76082,12,6,648115.74000,1,1,1,3,Need Attention
136643,23,7,648363.51000,1,1,1,3,Need Attention
67718,144,4,648377.19000,5,1,1,7,Potential
69305,67,9,648407.85000,3,1,1,5,Need Attention
100343,69,9,648656.08000,3,1,1,5,Need Attention
72329,121,5,648805.97000,4,1,1,6,Need Attention
52430,156,5,648950.41000,5,1,1,7,Potential
114593,3,6,649219.42000,1,1,1,3,Need Attention
80552,143,7,649602.98000,5,1,1,7,Potential
69851,153,7,649848.46000,5,1,1,7,Potential
26480,46,5,650172.57000,2,1,1,4,Need Attention
62891,167,9,650419.52000,5,1,1,7,Potential
28955,138,6,651659.70000,5,1,1,7,Potential
119702,93,6,651889.09000,4,1,1,6,Need Attention
54902,104,8,652046.74000,4,1,1,6,Need Attention
130559,144,4,652218.15000,5,1,1,7,Potential
114884,131,5,652222.79000,5,1,1,7,Potential
5174,84,8,652253.90000,4,1,1,6,Need Attention
109097,14,6,652333.93000,1,1,1,3,Need Attention
1754,90,5,652365.35000,4,1,1,6,Need Attention
89270,41,6,652610.11000,2,1,1,4,Need Attention
100985,58,7,653275.71000,3,1,1,5,Need Attention
97652,174,5,653320.54000,5,1,1,7,Potential
48824,65,5,653405.99000,3,1,1,5,Need Attention
38081,128,6,653766.70000,5,1,1,7,Potential
37604,39,5,653903.34000,2,1,1,4,Need Attention
89153,145,6,654095.32000,5,1,1,7,Potential
112250,48,6,654173.14000,2,1,1,4,Need Attention
90455,2,5,654470.08000,1,1,1,3,Need Attention
37541,53,6,654608.89000,3,1,1,5,Need Attention
65189,10,4,654767.63000,1,1,1,3,Need Attention
94466,177,8,655162.00000,5,1,1,7,Potential
94979,172,6,655488.31000,5,1,1,7,Potential
112844,33,7,655558.69000,2,1,1,4,Need Attention
32525,179,7,655780.62000,5,1,1,7,Potential
125285,97,4,656105.91000,4,1,1,6,Need Attention
5939,40,6,656384.87000,2,1,1,4,Need Attention
141653,127,10,656426.93000,5,1,1,7,Potential
58868,16,4,656681.99000,1,1,1,3,Need Attention
130136,140,6,656742.90000,5,1,1,7,Potential
90374,147,4,657171.62000,5,1,1,7,Potential
36179,26,8,657445.14000,2,1,1,4,Need Attention
144662,108,8,658238.54000,4,1,1,6,Need Attention
61343,6,8,658502.39000,1,1,1,3,Need Attention
74933,22,8,658638.78000,1,1,1,3,Need Attention
32846,156,6,658685.61000,5,1,1,7,Potential
127319,36,7,658726.10000,2,1,1,4,Need Attention
28766,77,5,658775.25000,3,1,1,5,Need Attention
39512,147,5,658990.79000,5,1,1,7,Potential
43760,111,6,658996.62000,4,1,1,6,Need Attention
139718,180,7,659008.74000,5,1,1,7,Potential
34610,156,4,659242.31000,5,1,1,7,Potential
72371,140,7,659652.37000,5,1,1,7,Potential
74189,20,6,659664.99000,1,1,1,3,Need Attention
6674,29,5,659665.21000,2,1,1,4,Need Attention
121208,20,7,659714.71000,1,1,1,3,Need Attention
115730,20,7,660031.57000,1,1,1,3,Need Attention
91454,124,4,660162.07000,5,1,1,7,Potential
36275,32,7,660266.44000,2,1,1,4,Need Attention
132539,135,6,660291.03000,5,1,1,7,Potential
32177,87,4,660425.66000,4,1,1,6,Need Attention
106616,118,6,660711.18000,4,1,1,6,Need Attention
23780,179,6,660769.69000,5,1,1,7,Potential
33941,113,6,660908.46000,4,1,1,6,Need Attention
36125,146,6,661274.61000,5,1,1,7,Potential
5225,178,3,661294.82000,5,1,1,7,Potential
11879,148,8,662517.98000,5,1,1,7,Potential
45431,53,4,662681.48000,3,1,1,5,Need Attention
93359,30,5,663209.40000,2,1,1,4,Need Attention
59219,88,4,663655.14000,4,1,1,6,Need Attention
70787,105,7,663716.00000,4,1,1,6,Need Attention
12074,170,6,663800.49000,5,1,1,7,Potential
67832,143,6,663976.83000,5,1,1,7,Potential
76307,60,5,664472.25000,3,1,1,5,Need Attention
108377,8,8,664580.00000,1,1,1,3,Need Attention
48710,2,6,664672.49000,1,1,1,3,Need Attention
58856,92,3,664683.89000,4,1,1,6,Need Attention
8033,113,7,664788.23000,4,1,1,6,Need Attention
81299,178,6,664914.24000,5,1,1,7,Potential
69524,13,5,665165.14000,1,1,1,3,Need Attention
85952,50,6,665257.66000,2,1,1,4,Need Attention
75320,91,5,665565.37000,4,1,1,6,Need Attention
50699,100,5,665807.66000,4,1,1,6,Need Attention
85124,110,7,665856.70000,4,1,1,6,Need Attention
119138,79,5,666053.33000,3,1,1,5,Need Attention
83390,31,6,666092.23000,2,1,1,4,Need Attention
126416,141,8,666126.35000,5,1,1,7,Potential
71210,155,4,666138.68000,5,1,1,7,Potential
41648,107,5,666170.37000,4,1,1,6,Need Attention
124010,136,6,666274.80000,5,1,1,7,Potential
134264,36,5,666415.31000,2,1,1,4,Need Attention
39506,156,7,666546.04000,5,1,1,7,Potential
147062,142,6,667111.68000,5,1,1,7,Potential
97547,70,5,667306.77000,3,1,1,5,Need Attention
124463,14,7,667454.10000,1,1,1,3,Need Attention
94136,15,5,667491.23000,1,1,1,3,Need Attention
79169,78,6,667749.16000,3,1,1,5,Need Attention
14258,42,8,668090.16000,2,1,1,4,Need Attention
20561,100,6,668212.87000,4,1,1,6,Need Attention
69596,149,5,668556.12000,5,1,1,7,Potential
63701,47,9,668605.42000,2,1,1,4,Need Attention
131090,77,6,668891.13000,3,1,1,5,Need Attention
22703,51,6,668924.02000,3,1,1,5,Need Attention
58193,158,5,669139.84000,5,1,1,7,Potential
41231,16,6,669297.80000,1,1,1,3,Need Attention
132050,26,5,669358.78000,2,1,1,4,Need Attention
38231,26,6,669504.34000,2,1,1,4,Need Attention
126644,155,5,669524.09000,5,1,1,7,Potential
40352,157,7,669999.11000,5,1,1,7,Potential
14591,124,5,670320.65000,4,1,1,6,Need Attention
91607,17,5,670369.14000,1,1,1,3,Need Attention
90749,159,4,670834.99000,5,1,1,7,Potential
7355,33,6,670837.04000,2,1,1,4,Need Attention
12554,32,5,670928.91000,2,1,1,4,Need Attention
17192,143,10,670956.91000,5,1,1,7,Potential
67820,160,4,671071.13000,5,1,1,7,Potential
115832,171,4,671194.82000,5,1,1,7,Potential
68132,23,5,671608.44000,1,1,1,3,Need Attention
14705,44,8,671794.32000,2,1,1,4,Need Attention
114332,10,5,671805.76000,1,1,1,3,Need Attention
131147,94,5,672610.89000,4,1,1,6,Need Attention
107654,62,5,672711.69000,3,1,1,5,Need Attention
137051,139,9,673450.04000,5,1,1,7,Potential
107117,26,6,673571.24000,2,1,1,4,Need Attention
123506,7,5,673814.29000,1,1,1,3,Need Attention
37400,46,7,673863.01000,2,1,1,4,Need Attention
64988,127,9,673930.35000,5,1,1,7,Potential
66779,25,5,674001.81000,2,1,1,4,Need Attention
147296,69,6,674109.03000,3,1,1,5,Need Attention
70955,142,5,674387.48000,5,1,1,7,Potential
26993,5,6,674824.41000,1,1,1,3,Need Attention
46592,93,7,674892.66000,4,1,1,6,Need Attention
104507,60,5,674959.71000,3,1,1,5,Need Attention
44561,150,8,674974.78000,5,1,1,7,Potential
26066,178,6,675201.00000,5,1,1,7,Potential
49703,155,5,675244.51000,5,1,1,7,Potential
106799,85,5,675339.71000,4,1,1,6,Need Attention
133466,34,7,675754.68000,2,1,1,4,Need Attention
96182,65,4,675804.93000,3,1,1,5,Need Attention
69614,13,7,675806.48000,1,1,1,3,Need Attention
70712,77,4,676411.91000,3,1,1,5,Need Attention
117038,23,7,676532.30000,2,1,1,4,Need Attention
99020,41,8,677415.57000,2,1,1,4,Need Attention
118217,18,5,677521.77000,1,1,1,3,Need Attention
74726,150,6,677733.66000,5,1,1,7,Potential
134225,46,6,677791.38000,2,1,1,4,Need Attention
103607,84,8,678129.55000,4,1,1,6,Need Attention
30986,45,5,678553.85000,2,1,1,4,Need Attention
47792,35,5,678871.25000,2,1,1,4,Need Attention
71390,121,6,678982.90000,4,1,1,6,Need Attention
141374,145,6,679022.86000,5,1,1,7,Potential
41114,19,5,679024.04000,1,1,1,3,Need Attention
108323,78,5,679616.50000,3,1,1,5,Need Attention
99260,78,6,679711.47000,3,1,1,5,Need Attention
137975,102,6,679955.73000,4,1,1,6,Need Attention
32462,152,6,679969.54000,5,1,1,7,Potential
56921,23,6,680391.88000,1,1,1,3,Need Attention
17714,149,6,680603.49000,5,1,1,7,Potential
94487,174,4,681181.64000,5,1,1,7,Potential
39569,123,6,681188.12000,4,1,1,6,Need Attention
42758,131,7,681411.36000,5,1,1,7,Potential
144470,4,7,682443.86000,1,1,1,3,Need Attention
61715,153,5,682967.53000,5,1,1,7,Potential
5747,148,8,683013.26000,5,1,1,7,Potential
40841,66,6,683047.56000,3,1,1,5,Need Attention
115205,80,7,683094.44000,3,1,1,5,Need Attention
90038,39,4,683469.61000,2,1,1,4,Need Attention
117584,85,7,683708.15000,4,1,1,6,Need Attention
2336,158,6,684292.47000,5,1,1,7,Potential
149963,109,9,684431.37000,4,1,1,6,Need Attention
61913,160,6,684652.90000,5,1,1,7,Potential
54173,63,6,685202.96000,3,1,1,5,Need Attention
67922,22,6,685470.98000,1,1,1,3,Need Attention
52838,13,7,685730.96000,1,1,1,3,Need Attention
33608,30,6,685819.21000,2,1,1,4,Need Attention
93176,46,6,685844.73000,2,1,1,4,Need Attention
5306,146,5,686350.16000,5,1,1,7,Potential
149606,89,6,686429.78000,4,1,1,6,Need Attention
26921,19,6,686604.05000,1,1,1,3,Need Attention
130043,16,5,686632.01000,1,1,1,3,Need Attention
105956,124,5,686764.41000,4,1,1,6,Need Attention
30857,151,8,686815.52000,5,1,1,7,Potential
30899,105,5,687067.06000,4,1,1,6,Need Attention
52985,83,7,687082.95000,4,1,1,6,Need Attention
38435,94,8,687239.83000,4,1,1,6,Need Attention
149072,17,6,687710.10000,1,1,1,3,Need Attention
93488,2,8,687737.11000,1,1,1,3,Need Attention
38279,125,5,688606.72000,5,1,1,7,Potential
118517,129,5,688612.96000,5,1,1,7,Potential
107774,19,7,688715.82000,1,1,1,3,Need Attention
14465,125,5,689467.05000,5,1,1,7,Potential
134453,61,7,689481.51000,3,1,1,5,Need Attention
148184,92,6,689893.37000,4,1,1,6,Need Attention
57629,58,5,690235.83000,3,1,1,5,Need Attention
98096,126,6,690529.44000,5,1,1,7,Potential
7229,5,5,690868.71000,1,1,1,3,Need Attention
43970,125,5,691440.83000,5,1,1,7,Potential
115208,106,6,691650.13000,4,1,1,6,Need Attention
104693,177,6,692250.51000,5,1,1,7,Potential
48749,171,5,692280.53000,5,1,1,7,Potential
119261,51,6,692845.58000,3,1,1,5,Need Attention
141461,117,6,692882.71000,4,1,1,6,Need Attention
82604,74,4,693022.72000,3,1,1,5,Need Attention
25916,139,8,693118.58000,5,1,1,7,Potential
130160,21,7,693302.30000,1,1,1,3,Need Attention
67721,180,5,693747.51000,5,1,1,7,Potential
68159,111,6,693804.15000,4,1,1,6,Need Attention
71252,60,5,694035.53000,3,1,1,5,Need Attention
24935,178,7,694116.05000,5,1,1,7,Potential
80384,80,5,694316.20000,3,1,1,5,Need Attention
96845,112,4,694416.50000,4,1,1,6,Need Attention
78869,38,8,694609.62000,2,1,1,4,Need Attention
90155,4,8,694698.09000,1,1,1,3,Need Attention
99389,136,7,694803.17000,5,1,1,7,Potential
10430,10,7,694884.47000,1,1,1,3,Need Attention
132503,45,7,694893.94000,2,1,1,4,Need Attention
142907,96,5,694946.76000,4,1,1,6,Need Attention
84044,41,5,695121.08000,2,1,1,4,Need Attention
112763,50,6,695277.51000,3,1,1,5,Need Attention
144062,137,4,695305.42000,5,1,1,7,Potential
69908,3,5,695684.46000,1,1,1,3,Need Attention
106682,5,5,695723.11000,1,1,1,3,Need Attention
11864,171,6,696435.76000,5,1,1,7,Potential
106751,11,5,696854.73000,1,1,1,3,Need Attention
1034,113,6,696960.31000,4,1,1,6,Need Attention
38138,30,9,697044.20000,2,1,1,4,Need Attention
44387,137,4,697234.35000,5,1,1,7,Potential
12209,3,7,697598.62000,1,1,1,3,Need Attention
69392,119,8,697626.59000,4,1,1,6,Need Attention
87350,138,10,697643.14000,5,2,1,8,Potential
147614,51,6,697654.79000,3,1,1,5,Need Attention
32042,68,6,697776.31000,3,1,1,5,Need Attention
6899,3,9,698584.25000,1,1,1,3,Need Attention
10691,146,7,698770.77000,5,1,1,7,Potential
5942,79,7,698979.23000,3,1,1,5,Need Attention
6935,83,9,699002.97000,4,1,1,6,Need Attention
5447,22,8,699148.10000,1,1,1,3,Need Attention
129098,49,5,699195.45000,2,1,1,4,Need Attention
126278,50,6,699242.03000,2,1,1,4,Need Attention
57548,57,6,699416.90000,3,1,1,5,Need Attention
144719,149,5,700135.09000,5,1,1,7,Potential
146153,72,5,700415.45000,3,1,1,5,Need Attention
132218,107,5,700791.51000,4,1,1,6,Need Attention
51578,164,5,700947.76000,5,1,1,7,Potential
19415,128,8,701582.03000,5,1,1,7,Potential
82574,1,4,701652.18000,1,1,1,3,Need Attention
64766,138,4,701707.57000,5,1,1,7,Potential
81410,8,10,702131.04000,1,2,1,4,Need Attention
124169,4,5,702689.61000,1,1,1,3,Need Attention
35510,100,7,703302.98000,4,1,1,6,Need Attention
115925,101,6,703317.80000,4,1,1,6,Need Attention
50240,71,5,703771.42000,3,1,1,5,Need Attention
82226,172,7,704192.13000,5,1,1,7,Potential
54764,177,3,704439.25000,5,1,1,7,Potential
37436,1,6,704523.40000,1,1,1,3,Need Attention
34781,148,5,704937.55000,5,1,1,7,Potential
32153,74,5,705203.62000,3,1,1,5,Need Attention
368,127,7,705652.46000,5,1,1,7,Potential
133793,98,6,705847.32000,4,1,1,6,Need Attention
142442,148,7,706180.73000,5,1,1,7,Potential
81176,32,5,706526.94000,2,1,1,4,Need Attention
42233,78,8,706744.62000,3,1,1,5,Need Attention
21527,48,8,707096.00000,2,1,1,4,Need Attention
50903,1,5,707416.76000,1,1,1,3,Need Attention
149921,171,5,707516.83000,5,1,1,7,Potential
75620,54,4,707596.23000,3,1,1,5,Need Attention
107675,55,6,707616.77000,3,1,1,5,Need Attention
2714,117,5,707708.06000,4,1,1,6,Need Attention
12203,137,6,708444.56000,5,1,1,7,Potential
75611,164,6,708712.43000,5,1,1,7,Potential
117575,156,6,709010.26000,5,1,1,7,Potential
138791,160,6,709174.03000,5,1,1,7,Potential
40715,53,8,709178.86000,3,1,1,5,Need Attention
58883,40,6,709256.21000,2,1,1,4,Need Attention
95216,52,5,709465.99000,3,1,1,5,Need Attention
128129,103,5,709725.86000,4,1,1,6,Need Attention
2036,172,8,709865.61000,5,1,1,7,Potential
117695,22,6,710121.69000,1,1,1,3,Need Attention
39452,159,8,710190.98000,5,1,1,7,Potential
101666,49,4,710201.06000,2,1,1,4,Need Attention
127379,81,7,710208.44000,3,1,1,5,Need Attention
136316,172,6,710220.03000,5,1,1,7,Potential
35834,141,8,710365.47000,5,1,1,7,Potential
148811,34,5,710564.86000,2,1,1,4,Need Attention
12137,157,5,710772.53000,5,1,1,7,Potential
26708,92,7,711069.55000,4,1,1,6,Need Attention
36911,68,8,711116.99000,3,1,1,5,Need Attention
69248,178,5,711183.88000,5,1,1,7,Potential
147086,153,7,711364.15000,5,1,1,7,Potential
11198,20,8,711702.03000,1,1,1,3,Need Attention
143168,22,8,711708.25000,1,1,1,3,Need Attention
15146,53,5,712374.58000,3,1,1,5,Need Attention
33278,143,5,712438.36000,5,1,1,7,Potential
66083,4,7,712457.89000,1,1,1,3,Need Attention
149081,88,4,712668.63000,4,1,1,6,Need Attention
60461,27,6,712879.47000,2,1,1,4,Need Attention
36800,154,6,713099.49000,5,1,1,7,Potential
14441,104,5,713529.56000,4,1,1,6,Need Attention
4118,3,6,713563.12000,1,1,1,3,Need Attention
78587,72,8,713693.73000,3,1,1,5,Need Attention
82205,57,5,713805.13000,3,1,1,5,Need Attention
132995,5,7,713855.03000,1,1,1,3,Need Attention
45725,94,4,714493.62000,4,1,1,6,Need Attention
81365,17,6,714567.72000,1,1,1,3,Need Attention
24884,89,6,715138.18000,4,1,1,6,Need Attention
60566,43,8,715269.59000,2,1,1,4,Need Attention
73712,129,4,715287.93000,5,1,1,7,Potential
13112,99,5,715794.71000,4,1,1,6,Need Attention
102419,90,7,716012.26000,4,1,1,6,Need Attention
72743,51,6,716125.20000,3,1,1,5,Need Attention
3692,41,6,716342.40000,2,1,1,4,Need Attention
38510,152,4,716414.87000,5,1,1,7,Potential
51260,29,6,717174.70000,2,1,1,4,Need Attention
5129,138,4,717187.90000,5,1,1,7,Potential
51695,163,7,717404.75000,5,1,1,7,Potential
62774,168,7,717665.71000,5,1,1,7,Potential
30035,28,8,717672.38000,2,1,1,4,Need Attention
20375,151,7,717689.76000,5,1,1,7,Potential
54908,169,5,717736.78000,5,1,1,7,Potential
124691,160,3,717814.04000,5,1,1,7,Potential
127493,142,6,717987.13000,5,1,1,7,Potential
20678,152,6,718000.66000,5,1,1,7,Potential
64682,49,7,718183.94000,2,1,1,4,Need Attention
102923,2,6,718273.66000,1,1,1,3,Need Attention
50819,41,5,718505.57000,2,1,1,4,Need Attention
131672,85,7,718509.15000,4,1,1,6,Need Attention
38702,49,6,718954.48000,2,1,1,4,Need Attention
89387,111,6,719520.36000,4,1,1,6,Need Attention
87032,151,5,719592.42000,5,1,1,7,Potential
130700,51,4,719683.52000,3,1,1,5,Need Attention
16760,95,4,720214.45000,4,1,1,6,Need Attention
98540,173,4,720466.54000,5,1,1,7,Potential
8804,75,6,720496.49000,3,1,1,5,Need Attention
134126,104,7,720623.95000,4,1,1,6,Need Attention
30017,98,4,720703.58000,4,1,1,6,Need Attention
140369,10,7,721150.88000,1,1,1,3,Need Attention
4979,2,9,721291.01000,1,1,1,3,Need Attention
41312,96,6,721321.19000,4,1,1,6,Need Attention
84605,97,6,721504.68000,4,1,1,6,Need Attention
104825,62,6,721574.18000,3,1,1,5,Need Attention
71174,50,8,721881.74000,2,1,1,4,Need Attention
15368,81,6,722491.41000,3,1,1,5,Need Attention
43907,145,6,722530.17000,5,1,1,7,Potential
94388,72,8,722765.62000,3,1,1,5,Need Attention
109610,61,6,722954.24000,3,1,1,5,Need Attention
120386,98,7,723557.28000,4,1,1,6,Need Attention
88031,35,6,723685.01000,2,1,1,4,Need Attention
123299,72,6,724004.27000,3,1,1,5,Need Attention
133649,156,6,724132.69000,5,1,1,7,Potential
131834,16,8,724258.09000,1,1,1,3,Need Attention
33740,127,6,724553.39000,5,1,1,7,Potential
109226,131,5,724769.19000,5,1,1,7,Potential
134444,44,4,724790.50000,2,1,1,4,Need Attention
18857,14,6,724908.42000,1,1,1,3,Need Attention
58880,48,4,724912.95000,2,1,1,4,Need Attention
72179,59,8,725064.23000,3,1,1,5,Need Attention
37445,92,8,725277.09000,4,1,1,6,Need Attention
128603,19,7,725291.68000,1,1,1,3,Need Attention
30521,82,7,725631.66000,3,1,1,5,Need Attention
95513,30,8,725966.57000,2,1,1,4,Need Attention
140048,51,4,726117.69000,3,1,1,5,Need Attention
14609,24,6,726123.92000,2,1,1,4,Need Attention
120959,169,5,726195.86000,5,1,1,7,Potential
