C_CUSTOMER_SK,C_PREFERRED_CUST_FLAG,AGE,GENDER,MARITAL_STATUS,EDUCATION_STATUS,PURCHASE_ESTIMATE,CREDIT_RATING,DEP_COUNT,DEP_EMPLOYED_COUNT,DEP_COLLEGE_COUNT,RECENCY,MONETARY,FREQUENCY
10230264,N,71,F,W,Advanced Degree,1500,Good,6,0,0,130,1435780.77,43
21965117,N,53,F,D,2 yr Degree,6000,Good,6,0,5,30,1053037.74,40
31962272,N,64,F,S,Secondary,500,Good,4,2,0,23,945651.30,37
88717616,N,74,F,S,Secondary,9500,Good,3,2,3,42,818638.49,35
8946678,Y,57,F,M,Advanced Degree,4000,Unknown,3,0,1,58,1380892.00,42
64164132,N,57,M,U,2 yr Degree,8500,Low Risk,6,0,1,145,920046.55,37
42177433,N,65,F,W,Secondary,7500,Unknown,4,4,2,6,753800.66,39
77294530,N,60,M,U,College,7000,High Risk,2,1,0,42,1302573.05,38
15524997,N,37,F,D,4 yr Degree,8000,Low Risk,4,2,0,16,886964.10,39
77440216,N,71,M,M,Unknown,6500,Low Risk,5,0,3,37,1152337.64,35
90089374,,77,M,D,Advanced Degree,500,Low Risk,5,4,2,43,1293547.45,38
81462000,N,56,M,W,Advanced Degree,3000,Unknown,4,1,0,65,1367374.77,39
13174460,Y,46,F,U,Advanced Degree,1500,Unknown,5,4,4,132,919583.24,38
67646468,N,60,M,S,Unknown,2500,Unknown,6,1,6,0,1269931.64,37
32996003,Y,69,F,D,2 yr Degree,500,High Risk,5,3,5,5,1498639.24,40
26217324,N,57,M,W,Secondary,4000,High Risk,6,5,6,18,1025738.07,41
76406232,N,56,F,U,Primary,3000,Unknown,6,1,0,17,1355243.01,38
56228154,N,54,M,M,Secondary,8500,Good,5,3,3,20,1399138.21,38
93676296,Y,47,F,W,2 yr Degree,5000,Good,6,2,4,47,1089465.11,40
27354935,Y,68,M,U,4 yr Degree,7000,High Risk,6,2,1,20,1227133.25,40
66909672,Y,44,F,S,Primary,2500,Unknown,5,1,1,75,765573.70,35
12000231,N,78,F,U,College,4000,High Risk,4,1,2,30,1300146.75,40
42142667,Y,77,F,W,Advanced Degree,1500,Low Risk,4,0,3,74,796236.96,38
1954549,Y,37,M,D,2 yr Degree,9000,Low Risk,5,3,2,66,812637.70,41
19694017,Y,43,M,W,4 yr Degree,9500,High Risk,4,1,0,30,899226.75,40
52580616,Y,43,M,S,Primary,6000,Good,2,0,1,124,990315.26,38
66441597,N,79,M,D,Secondary,6000,Low Risk,6,5,2,47,935853.65,38
33631843,N,65,F,S,Primary,8000,Unknown,6,1,3,8,930547.84,38
82590352,N,43,F,D,Primary,7500,High Risk,6,6,3,26,1490869.22,38
53932070,Y,53,F,S,4 yr Degree,8500,High Risk,4,3,1,149,666531.57,37
6933799,N,78,M,M,Advanced Degree,8500,Low Risk,5,3,1,27,1420355.67,37
30703318,N,78,M,W,Primary,5000,Unknown,5,2,3,17,1019858.60,37
67314956,Y,54,F,S,Advanced Degree,2000,High Risk,4,4,3,383,1286551.26,35
58158838,N,54,F,U,2 yr Degree,7500,Unknown,5,5,5,42,1323656.51,36
5227610,N,49,M,W,Unknown,6500,High Risk,1,1,0,1,775744.85,38
97676005,N,45,M,U,Unknown,1500,Unknown,5,5,2,51,832948.50,38
84849311,Y,49,F,W,Unknown,1000,Good,6,2,2,102,1040374.18,36
45651204,Y,63,M,S,Advanced Degree,3000,Good,3,0,3,42,782561.87,39
97270121,Y,38,M,W,4 yr Degree,3500,Good,5,5,3,31,1018390.22,39
70879739,N,51,F,U,College,5500,Good,4,2,4,52,1374793.02,36
54939692,N,51,M,M,Advanced Degree,1000,High Risk,5,4,2,68,880686.93,37
68740502,Y,75,M,S,2 yr Degree,9500,Unknown,4,1,2,60,20499810.62,1298
96319955,Y,60,F,W,Unknown,5500,High Risk,2,1,1,33,1256986.42,38
25053551,N,63,M,M,Primary,1500,High Risk,5,1,2,30,761189.14,40
82117662,N,41,M,W,Advanced Degree,500,High Risk,5,3,5,39,997639.21,35
47271814,Y,75,M,M,Advanced Degree,2500,Good,4,0,4,34,1040793.12,36
34553260,Y,75,F,W,College,1000,Unknown,4,1,4,1,610195.52,36
56338737,Y,45,F,M,College,8500,Unknown,6,0,5,24,691117.40,36
91301539,Y,75,F,U,College,7500,High Risk,5,3,4,53,948710.65,40
95003317,Y,59,F,D,4 yr Degree,8000,Good,5,2,1,22,1393410.80,38
28354742,Y,43,M,M,Secondary,7000,Good,4,3,4,58,1103871.40,38
72132835,N,50,F,W,4 yr Degree,5000,Low Risk,3,0,2,9,71002071.87,1301
83990419,N,58,M,W,2 yr Degree,4000,Unknown,6,6,0,23,1476416.14,36
47657256,Y,50,F,U,Unknown,7500,Unknown,1,0,1,9,1425592.58,42
51113133,N,70,F,W,Primary,5000,Low Risk,3,2,0,18,1435164.50,39
92781065,N,34,F,U,Secondary,8500,Low Risk,6,3,3,20,1218622.91,37
81205164,Y,61,F,S,4 yr Degree,6500,High Risk,4,3,3,4,799351.28,36
17251466,Y,72,F,D,2 yr Degree,5500,High Risk,4,2,0,270,1529352.93,40
6868823,Y,64,M,S,Secondary,10000,High Risk,6,5,4,142,722735.64,39
14588768,Y,43,M,S,Secondary,2500,Good,6,3,4,26,1127185.41,42
95491440,N,45,M,S,Unknown,500,High Risk,6,0,0,22,823734.99,40
94953181,Y,73,F,S,4 yr Degree,500,Low Risk,6,3,6,16,1437064.73,40
47466981,Y,59,F,W,2 yr Degree,4000,Unknown,5,2,4,22,1398074.66,40
57224870,Y,71,M,M,Primary,2500,Low Risk,5,2,5,36,1340596.88,41
90751774,N,34,M,W,2 yr Degree,500,Good,3,2,0,75,781705.80,35
80196818,N,43,F,W,College,3500,High Risk,5,1,2,50,845043.71,39
7394726,N,60,M,M,College,7500,High Risk,3,2,1,367,932922.06,40
11339713,N,35,F,W,Primary,2000,Good,4,0,3,88,1283246.41,41
78026064,Y,49,F,U,2 yr Degree,8000,High Risk,5,5,3,6,904229.48,37
12800270,N,78,M,D,Unknown,6500,High Risk,5,2,5,47,954121.68,40
22386617,N,51,M,W,2 yr Degree,4000,Good,4,0,0,17,948312.98,41
12637794,Y,67,F,S,Unknown,1500,High Risk,6,6,2,48,712271.19,39
73007405,Y,34,M,S,Advanced Degree,10000,High Risk,3,2,1,67,808833.95,38
66804882,Y,45,F,M,Unknown,5000,Good,6,3,4,7,813972.23,39
90520196,Y,78,M,S,2 yr Degree,2500,Low Risk,4,0,1,0,1287345.70,41
34384914,N,40,F,D,4 yr Degree,3000,Good,5,2,0,19,1155303.19,39
71051484,N,47,M,D,College,3000,Good,5,2,5,81,1308638.94,36
9016268,Y,44,M,D,4 yr Degree,7500,Good,5,3,5,51,1179765.87,38
37804859,N,43,M,S,College,6500,Low Risk,4,3,2,13,963604.94,40
40168977,N,57,F,M,Unknown,8500,High Risk,4,0,4,38,1542030.01,40
12854190,,79,M,M,Advanced Degree,3500,Low Risk,1,0,0,3,1042379.13,42
24340387,N,77,F,U,Advanced Degree,8500,Good,4,4,0,34,1400820.92,39
3739571,N,63,F,S,4 yr Degree,6500,Low Risk,5,1,4,46,963792.17,40
81873299,N,71,M,S,2 yr Degree,4000,High Risk,6,2,4,19,970519.94,38
57813468,N,53,M,U,College,3500,High Risk,6,5,0,7,1068027.99,36
5774568,N,51,M,U,College,7500,High Risk,6,5,5,34,1016790.38,37
99179626,Y,68,M,U,Primary,4500,Good,5,1,5,6,641950.55,38
36850561,N,52,M,U,Primary,500,High Risk,5,2,0,87,1379736.92,39
10937852,N,64,F,M,4 yr Degree,7000,High Risk,1,1,0,28,879219.03,40
93128157,Y,34,F,U,College,5000,High Risk,6,0,6,10,867828.24,40
46859161,Y,66,M,M,Advanced Degree,4000,Low Risk,5,5,2,43,978716.89,42
41116176,Y,75,M,M,College,10000,Good,2,0,1,150,1515409.51,42
7383871,Y,52,F,U,2 yr Degree,8500,Unknown,5,5,1,80,876090.44,40
55851801,N,63,F,M,College,4000,Low Risk,3,1,0,7,1024472.06,36
15756293,Y,39,M,M,College,7500,High Risk,6,5,4,27,1029734.14,38
30600542,N,42,M,S,Secondary,7000,High Risk,3,2,3,64,38604315.57,1299
15044767,N,37,M,S,2 yr Degree,6500,Good,3,3,1,77,1517501.57,41
73135597,N,63,F,M,4 yr Degree,5500,High Risk,6,4,6,27,923116.21,39
46281776,N,44,M,W,4 yr Degree,6000,Good,6,3,3,57,1303645.12,39
2067119,N,36,F,W,Secondary,2500,Unknown,6,0,5,174,1030588.64,41
77835017,N,62,M,M,Advanced Degree,9500,Good,6,0,1,22,1265700.99,39
80172318,N,45,M,U,Advanced Degree,8500,High Risk,6,4,2,32,1144969.15,39
29071811,N,76,F,W,Primary,6000,Low Risk,5,1,3,95,1257945.86,40
24146906,Y,47,M,D,Advanced Degree,2000,Unknown,6,3,4,4,1445467.86,41
48829846,N,71,M,W,2 yr Degree,3500,Unknown,6,0,6,137,1248253.61,37
6380926,N,42,M,S,Unknown,1500,Low Risk,3,2,3,4,998665.54,37
19730859,N,58,F,U,College,3000,High Risk,6,6,6,12,1482476.17,41
91774445,N,76,F,D,Secondary,1500,Low Risk,5,3,3,34,1086480.03,39
60700027,Y,56,F,D,Primary,5000,Unknown,3,2,3,60,876711.78,39
71688471,Y,56,M,W,Secondary,10000,High Risk,5,5,1,54,1151278.53,39
29632653,N,56,M,S,Secondary,7000,Low Risk,4,0,2,17,1317744.81,41
25139352,Y,60,F,M,2 yr Degree,9500,Unknown,6,6,2,17,1161909.23,40
90000191,Y,78,M,U,Secondary,7000,High Risk,2,2,2,81,1339275.44,41
19883486,Y,65,F,S,Secondary,500,Good,4,1,4,150,1233891.95,42
65834224,Y,47,F,U,Primary,5500,Unknown,5,0,2,62,773179.52,38
65142759,N,72,M,M,2 yr Degree,9000,Low Risk,6,1,2,0,1046778.71,39
95578436,N,52,M,S,2 yr Degree,7500,Good,5,4,4,48,1414758.21,39
12878066,Y,29,M,S,College,5000,Low Risk,0,0,0,77,1422835.91,41
27017736,N,42,M,M,4 yr Degree,6500,Low Risk,6,4,6,0,944765.58,41
77280230,N,72,F,W,4 yr Degree,4500,High Risk,5,0,3,0,1060740.47,39
17554760,N,73,M,M,Advanced Degree,7000,Low Risk,6,3,2,8,886145.09,38
2184772,Y,37,F,W,College,2500,Unknown,6,5,6,0,1286049.81,39
11246050,Y,73,M,S,Primary,2500,High Risk,5,3,2,32,1024925.14,40
62638934,N,64,F,M,College,7500,Good,6,5,3,61,1131385.67,38
53732165,Y,78,F,M,College,500,High Risk,6,0,2,26,1096816.10,36
86109289,Y,60,F,S,College,7500,High Risk,5,1,2,15,788073.94,38
73372456,Y,45,F,W,Secondary,4000,Good,6,3,3,21,981196.70,41
30523997,Y,70,M,M,Primary,5000,Low Risk,3,0,1,42,1409523.91,40
57406387,Y,63,F,W,2 yr Degree,6500,Good,5,5,5,37,781219.24,40
25952583,N,46,F,U,Unknown,6000,Unknown,3,1,0,19,1082506.18,37
42471467,N,56,F,W,Advanced Degree,5500,High Risk,6,2,3,1,1320465.62,44
54309907,Y,60,F,M,College,9000,Unknown,6,3,6,259,826749.99,39
7911866,Y,48,M,D,2 yr Degree,1500,Low Risk,4,2,0,365,1244307.10,39
43742357,N,67,M,M,College,4500,High Risk,3,2,2,33,933526.48,39
82842209,N,58,F,M,4 yr Degree,1000,High Risk,5,3,4,43,913371.34,38
27531582,Y,45,F,W,Secondary,6500,Low Risk,5,3,2,83,1371181.91,38
31443847,,51,M,U,4 yr Degree,6500,Good,3,2,0,6,1271644.73,41
39186715,Y,74,F,U,Advanced Degree,9000,Low Risk,6,3,4,43,1477562.74,39
13515780,Y,49,M,U,Advanced Degree,8500,Good,5,1,5,20,1376248.64,39
44299717,N,72,F,M,Secondary,10000,Good,5,0,2,8,715245.18,41
98944556,Y,62,M,U,4 yr Degree,4000,Good,4,1,2,55,853235.15,38
97819518,Y,61,M,M,College,8500,Unknown,3,1,1,13,999880.98,38
1197499,Y,69,M,S,2 yr Degree,2000,Low Risk,5,1,0,110,805835.28,39
33772152,Y,37,M,W,Secondary,7500,Unknown,5,4,1,22,886006.51,40
34049512,Y,42,M,U,2 yr Degree,7500,Unknown,3,1,2,4,1318708.70,39
82831246,N,32,F,U,4 yr Degree,1500,High Risk,0,0,0,5,36617986.80,1300
17867847,Y,52,M,M,4 yr Degree,8000,High Risk,6,0,6,79,1359207.49,41
23296450,N,44,F,W,Secondary,6500,Unknown,1,0,1,125,1344672.80,41
53914640,Y,73,M,U,Primary,3000,Good,6,0,3,8,669772.56,35
89034675,Y,74,M,M,4 yr Degree,4500,Good,6,6,5,34,848812.86,37
56764907,N,59,F,W,Advanced Degree,6000,Good,6,3,1,29,1415226.12,37
22363723,N,66,M,D,4 yr Degree,8500,Unknown,4,3,4,136,1356231.38,41
91603603,Y,72,F,D,Advanced Degree,500,Low Risk,3,0,0,94,1294018.64,39
62497223,N,67,F,M,2 yr Degree,9000,Good,6,0,1,373,1227457.66,38
73556990,N,55,M,S,2 yr Degree,4000,Unknown,4,2,4,367,1121772.32,39
20654792,Y,62,F,U,Secondary,4500,High Risk,6,5,3,26,856808.45,41
40271795,N,34,M,W,Advanced Degree,7500,High Risk,5,3,4,46,945239.13,37
30380115,Y,49,F,D,4 yr Degree,5000,Good,4,4,4,12,1118312.96,39
26936980,Y,53,M,S,2 yr Degree,6500,High Risk,5,2,4,157,685003.87,37
33721894,N,58,M,D,4 yr Degree,7000,Unknown,5,2,4,23,1277381.51,43
41014329,Y,73,F,M,College,500,Low Risk,4,2,2,48,890498.15,38
44838826,N,78,F,D,Primary,9500,High Risk,4,3,2,237,1254207.03,43
18398402,Y,36,F,W,Unknown,7500,Good,5,2,2,17,669180.99,41
4016440,N,51,F,U,Secondary,2500,Low Risk,4,3,1,19,1052379.08,41
91699302,Y,37,M,U,Secondary,9000,Good,6,0,6,9,1198277.66,41
54692067,N,64,M,W,College,1000,High Risk,6,6,0,51,1205877.28,42
54496741,Y,68,F,M,College,2000,Unknown,5,3,1,12,1311534.32,40
68409091,Y,43,M,M,Unknown,4000,Unknown,3,3,3,48,1036814.09,37
33136380,N,70,M,D,4 yr Degree,6500,Unknown,6,2,2,48,1053956.55,41
53470513,N,75,F,W,Unknown,8500,Good,2,0,0,12,1196433.95,35
16679638,N,73,M,M,4 yr Degree,7500,Unknown,3,1,1,33,1334293.33,38
72195823,Y,69,F,M,Unknown,5500,Unknown,6,1,4,125,1066807.62,39
57080660,Y,36,M,M,College,7500,Unknown,4,0,0,5,969678.74,36
30313150,N,47,M,U,2 yr Degree,2500,Good,4,1,1,75,1221646.66,40
14663438,N,50,F,U,Primary,9000,High Risk,6,2,4,53,1166680.23,41
96362771,Y,44,F,W,College,5500,High Risk,4,2,4,27,936618.66,39
52778366,Y,78,M,W,2 yr Degree,7000,High Risk,5,5,1,7,908494.04,35
257041,N,71,M,S,Advanced Degree,2500,High Risk,4,4,4,44,993631.17,42
57776475,Y,38,F,M,College,1000,Low Risk,2,1,2,4,1094952.19,39
78835993,Y,71,M,M,Primary,1000,Good,2,0,1,75,1251095.83,38
58296462,N,66,M,S,4 yr Degree,9500,Low Risk,6,2,3,115,952801.86,37
5275922,N,49,M,W,2 yr Degree,4000,Unknown,5,0,0,22,979345.45,38
8247256,N,69,F,W,Advanced Degree,3500,Unknown,4,2,1,5,1001892.68,41
61429620,Y,75,F,W,Unknown,4500,Low Risk,4,4,4,0,1096822.69,41
9835596,N,47,M,U,Advanced Degree,7000,High Risk,4,2,3,13,1137445.31,40
29120803,Y,44,M,S,4 yr Degree,500,Good,2,0,1,12,17143791.04,1300
22473924,Y,54,F,W,4 yr Degree,7000,Good,5,3,4,45,1081956.96,41
87751057,N,60,F,D,Advanced Degree,5000,Low Risk,6,4,5,1,970168.90,38
29585774,N,70,F,S,4 yr Degree,8500,High Risk,6,4,0,5,888124.31,40
13850554,N,46,F,S,Secondary,9000,High Risk,2,0,1,21,1199629.32,38
54827643,N,68,M,W,Primary,6000,Unknown,5,4,0,91,697699.21,39
52484842,Y,41,F,S,College,5000,High Risk,2,1,1,177,1526916.84,41
46657582,N,59,M,W,4 yr Degree,8000,High Risk,2,2,0,15,1315480.86,39
8882360,N,45,F,S,Unknown,4000,Good,6,2,1,16,1160416.73,36
8323912,N,44,M,D,2 yr Degree,4500,Low Risk,3,2,0,11,1389491.35,41
28703822,N,43,F,W,Unknown,4000,Good,6,3,5,16,1443190.81,40
4882746,N,56,M,M,Primary,1500,High Risk,6,0,2,89,1047327.30,36
30973586,Y,77,F,S,2 yr Degree,7000,Low Risk,4,4,0,73,1459832.31,38
94420890,N,70,F,D,2 yr Degree,8000,High Risk,2,2,0,101,668516.88,35
60598202,Y,64,M,U,2 yr Degree,1000,Unknown,5,4,3,86,1105561.00,40
51231822,N,68,M,M,Unknown,6000,Good,6,1,0,53,1366058.30,36
39166057,Y,69,M,W,Advanced Degree,7000,Good,6,2,6,11,1075266.07,40
93069472,Y,46,M,M,Unknown,2500,Low Risk,3,2,2,1,976125.04,35
48733079,N,67,F,S,Unknown,7000,Unknown,6,3,3,5,1278980.62,40
32010267,N,68,F,M,Unknown,9000,High Risk,6,2,4,31,899356.97,37
31851684,Y,75,F,U,Advanced Degree,3500,Low Risk,6,4,0,58,1019562.72,38
98395940,N,60,F,D,Secondary,8000,High Risk,6,5,2,281,1235223.80,36
4111877,N,58,M,S,College,1500,Good,5,3,0,18,1191896.05,38
38226378,N,72,M,S,Primary,3500,Good,6,5,5,28,1393105.83,41
24860227,Y,76,M,W,Secondary,1500,Good,5,3,5,2,1435944.34,42
79732704,Y,63,F,M,College,1000,Unknown,3,2,1,10,840462.23,40
39473755,Y,42,F,S,College,5500,Good,6,0,3,14,1039293.60,40
29684000,Y,52,M,D,Primary,2000,High Risk,5,4,4,18,1502516.75,39
95650984,N,60,F,W,College,500,Low Risk,5,1,1,10,1167748.60,40
28340620,Y,59,M,U,Advanced Degree,4500,Low Risk,6,5,4,242,1424642.44,39
42822190,N,41,F,U,Primary,10000,Low Risk,5,2,0,75,741969.42,40
67335207,N,79,M,W,4 yr Degree,6000,Unknown,5,1,5,3,1455281.29,39
5126680,Y,66,F,W,2 yr Degree,9000,Good,6,1,2,110,907174.35,43
86530600,N,38,F,M,Primary,1500,Low Risk,6,6,2,11,1099724.07,37
13416161,N,42,F,D,Unknown,10000,Low Risk,4,3,1,2,1297774.36,39
57260850,Y,59,F,U,4 yr Degree,10000,High Risk,2,1,2,83,716259.44,41
83117752,N,66,F,M,Secondary,7500,Low Risk,6,4,6,367,1616781.99,38
6983644,Y,55,F,U,Primary,10000,Low Risk,5,3,3,9,1494788.01,40
34889580,N,76,F,M,College,5000,Low Risk,4,3,0,223,1163362.27,40
6188726,Y,56,M,W,4 yr Degree,9000,Unknown,5,4,5,7,1164893.12,42
64878925,Y,63,M,S,College,5500,High Risk,3,1,2,6,771606.04,35
47380385,Y,49,M,S,Advanced Degree,5000,Unknown,5,4,4,54,1132093.68,38
51175346,Y,61,F,S,4 yr Degree,4000,Low Risk,4,2,0,51,799754.72,35
71504641,N,64,M,U,2 yr Degree,2000,Low Risk,4,1,2,18,975332.67,35
34812101,N,57,F,S,College,8000,High Risk,6,1,3,10,1092229.03,40
33683941,Y,38,F,M,Primary,4000,Unknown,6,6,1,16,1413894.12,38
9574184,N,46,M,U,4 yr Degree,7500,Good,6,2,5,268,746220.91,39
100524,Y,34,M,U,Primary,9500,Unknown,3,2,2,139,980269.54,38
48115715,N,47,F,S,College,3000,Good,6,0,5,83,936345.99,38
87269042,N,74,M,D,Secondary,10000,Unknown,5,4,4,14,877168.69,36
70254219,N,79,M,M,2 yr Degree,6500,Low Risk,3,2,2,377,641492.10,35
49919508,Y,36,M,U,Unknown,3500,Unknown,6,1,5,395,1238678.88,38
49093196,N,66,M,W,Unknown,9000,High Risk,6,4,1,86,989278.38,35
58843488,Y,77,M,W,Secondary,1500,Unknown,6,5,2,21,782203.76,36
83090263,N,53,F,S,Unknown,4500,High Risk,6,0,0,124,814805.36,37
63717995,Y,73,F,D,Advanced Degree,3000,Low Risk,4,2,2,43,1258646.58,38
61370255,Y,78,M,D,4 yr Degree,9000,High Risk,5,5,4,7,1461662.81,38
45642398,Y,48,F,U,Advanced Degree,8000,Good,6,5,3,7,989287.20,40
83688583,Y,66,M,U,Primary,1500,Good,5,1,5,35,1390886.67,37
14966898,N,52,M,M,4 yr Degree,500,Good,6,2,1,11,877163.65,35
5738727,N,43,F,M,2 yr Degree,6500,Unknown,6,6,3,7,858448.45,42
59280504,Y,74,M,M,Advanced Degree,4500,Unknown,1,0,1,63,1029315.54,36
20321346,N,76,F,D,Advanced Degree,3500,Good,3,0,2,28,1361378.88,44
55528600,Y,58,M,M,4 yr Degree,8000,High Risk,4,1,1,37,753553.65,34
60397180,N,60,F,U,Primary,8500,Unknown,6,6,3,10,1107953.57,34
62040945,N,52,M,D,2 yr Degree,2500,High Risk,5,3,0,14,1189799.19,39
97716354,Y,69,M,U,Secondary,9500,High Risk,1,1,1,46,1073896.78,41
78781935,N,63,F,W,College,4000,Unknown,4,0,3,20,866137.81,36
5209076,N,60,M,U,Unknown,6500,Good,6,4,4,197,901222.85,38
37316295,Y,75,F,M,Secondary,7500,High Risk,4,3,4,19,1069136.83,41
2230904,Y,61,M,M,College,500,Unknown,6,5,2,50,1168577.42,40
94972422,N,67,F,D,Unknown,6000,Unknown,5,4,4,46,1265599.48,41
38045134,Y,66,F,S,College,500,High Risk,5,4,5,99,1005691.97,37
5173528,N,50,M,D,Unknown,7000,High Risk,5,0,4,35,1137148.84,38
3287988,N,34,M,S,2 yr Degree,7500,Good,6,3,0,16,842229.16,38
26552579,N,63,M,D,4 yr Degree,500,Unknown,6,2,6,15,1265941.81,41
32977346,Y,75,M,M,College,8000,Low Risk,6,5,4,36,965547.10,39
81433502,N,41,M,U,2 yr Degree,4500,Good,5,5,2,14,809186.25,37
43599139,Y,55,M,W,4 yr Degree,4000,Good,5,2,0,35,1654845.19,41
75327908,Y,55,F,S,Secondary,1000,Unknown,2,2,2,6,1095522.59,38
61581147,N,45,F,D,2 yr Degree,5000,Good,5,3,2,14,1142263.66,35
94882923,Y,59,F,M,College,9500,Unknown,4,2,3,18,1032446.78,39
42933721,Y,73,M,M,4 yr Degree,5500,Unknown,6,6,6,25,805834.07,40
16023041,N,49,F,U,Secondary,2000,Good,6,0,0,14,859237.41,39
34010747,Y,46,M,S,Advanced Degree,2000,Low Risk,3,3,2,1,974359.15,40
80494645,N,58,F,W,2 yr Degree,8000,High Risk,5,4,5,7,1273526.03,38
89795981,Y,58,F,W,Primary,8500,High Risk,5,3,1,37,799818.88,39
24679038,N,61,M,M,Secondary,5000,Unknown,4,4,1,13,1090381.84,40
97067240,Y,75,M,W,Unknown,7000,Good,5,5,1,112,1288098.28,39
54088887,Y,42,F,D,4 yr Degree,4500,Good,3,3,2,3,1148041.32,38
31841603,N,71,M,S,2 yr Degree,6000,Good,5,2,3,32,1505136.89,40
27248237,N,64,F,W,College,5000,Unknown,6,3,3,3,1059061.25,40
26395609,N,53,M,D,2 yr Degree,5000,High Risk,5,0,0,2,1040209.96,38
54299609,Y,64,M,W,College,5000,High Risk,3,3,0,35,995208.94,39
51746504,Y,37,F,W,Primary,1500,Unknown,2,1,0,35,1047614.19,37
70217242,N,50,M,M,Unknown,5500,Good,6,4,6,24,1339814.01,37
25315281,Y,76,M,U,2 yr Degree,1000,Good,3,3,3,7,1018672.60,38
72922471,N,46,M,D,4 yr Degree,2000,Good,3,2,1,73,976042.39,33
1617956,Y,73,F,U,College,4500,Good,6,2,4,79,1358662.48,40
34263401,N,55,F,U,Primary,1000,Low Risk,4,4,3,69,1517754.13,43
21247750,Y,69,F,S,Secondary,5500,Unknown,5,5,2,15,864346.87,41
37063731,Y,68,F,S,Secondary,7000,Low Risk,4,4,0,51,776156.70,41
70095355,N,64,F,M,Secondary,500,Low Risk,6,6,2,29,858533.78,37
89920971,Y,63,F,D,Advanced Degree,5500,Good,2,1,2,54,964502.41,38
52751202,N,77,F,U,College,4500,Good,6,3,3,128,815962.49,35
56916983,Y,65,M,M,2 yr Degree,1000,High Risk,6,1,3,103,1224567.93,37
54275024,Y,73,F,D,4 yr Degree,6500,Good,2,2,0,8,1006312.99,39
25323957,N,58,M,S,2 yr Degree,3500,High Risk,4,0,0,33,1244068.92,40
30264846,Y,77,M,S,2 yr Degree,6500,Unknown,4,2,3,402,894422.86,38
94955918,N,74,F,U,Advanced Degree,2500,High Risk,6,6,0,317,1192645.55,40
15354845,Y,79,F,M,Secondary,4500,Unknown,5,0,3,6,1153176.65,41
43085027,N,71,M,U,College,1500,Low Risk,1,1,1,110,926404.81,40
37559413,Y,36,F,W,Primary,1000,High Risk,6,1,0,141,871944.97,37
93555268,,75,M,M,4 yr Degree,500,Unknown,3,2,2,21,857305.86,38
15005608,N,50,F,S,College,7500,Good,6,3,4,26,819447.68,41
72454921,Y,37,M,M,Unknown,2000,Good,5,1,2,11,921426.58,40
77402645,N,50,F,S,Advanced Degree,500,Low Risk,5,3,3,5,1048266.99,38
84892112,N,66,F,W,Advanced Degree,8000,Good,4,4,3,64,1018840.57,40
93203258,N,50,M,M,Primary,3500,Unknown,5,1,2,22,1418761.45,37
4352711,Y,61,M,M,Primary,3000,Unknown,3,3,1,26,999153.31,40
10466657,Y,49,M,W,Primary,4000,Good,6,2,5,56,757300.43,39
16420841,N,44,F,U,Secondary,3500,Unknown,4,0,2,37,1672569.04,41
74880556,N,38,M,S,Secondary,6500,Low Risk,5,5,4,106,1019393.82,37
99950450,N,54,M,W,Primary,1000,High Risk,6,3,0,36,1057935.96,36
3671867,N,77,F,S,Secondary,9000,High Risk,3,1,0,60,1391979.83,41
22721522,Y,77,F,M,College,8500,Good,5,2,0,20,1240538.33,40
43044310,Y,65,F,M,4 yr Degree,9000,Unknown,5,0,3,31,796312.51,40
7922391,N,59,M,M,Unknown,8500,Low Risk,4,3,4,405,1354019.46,38
73492662,N,60,F,U,4 yr Degree,2500,Unknown,5,5,1,61,1292054.22,36
53280157,N,48,M,M,College,3500,High Risk,6,3,2,84,706520.30,38
84034263,N,40,F,U,4 yr Degree,3000,Low Risk,4,2,1,144,1228291.78,37
28929545,Y,44,M,U,College,8000,Unknown,6,1,1,53,1136838.85,39
21584906,Y,37,F,U,Secondary,1500,Good,5,4,1,19,844387.54,39
89078137,N,72,M,W,Unknown,5000,Low Risk,3,2,2,4,1268000.88,39
4446138,N,79,M,W,4 yr Degree,5000,Unknown,6,1,5,6,1311090.47,38
44753164,N,44,F,U,Primary,1500,High Risk,6,1,2,13,1308947.92,40
43309472,N,70,F,M,College,8000,High Risk,5,5,4,20,1109774.47,42
23376773,Y,36,F,W,4 yr Degree,2500,Low Risk,5,0,0,110,1112656.16,37
55298624,Y,61,M,M,College,3000,High Risk,6,4,2,154,657297.83,36
22850836,Y,52,F,D,Advanced Degree,1000,Unknown,5,0,1,23,962104.41,41
37273968,N,42,M,W,Advanced Degree,6000,Good,6,3,4,2,882089.23,38
1919585,N,46,F,U,Secondary,5500,Low Risk,4,4,3,18,1341624.06,39
18951398,N,77,F,D,Secondary,5000,Low Risk,4,3,0,26,1020198.95,40
60062867,N,57,F,M,Secondary,10000,High Risk,2,1,2,15,1107889.61,39
382549,N,53,M,D,Secondary,4000,Unknown,3,1,0,27,1263417.48,39
25089910,N,71,M,S,2 yr Degree,4500,Unknown,6,5,6,232,1056454.63,38
79071313,Y,39,F,S,Unknown,1000,High Risk,3,1,2,4,1000187.94,38
58262575,,45,F,M,Primary,2500,Unknown,5,5,3,3,1022127.64,39
19258618,N,35,M,M,Primary,9500,High Risk,4,2,4,30,1186681.37,40
